"","name","type","tier_name","iclevel","region","state","count","female","mr_kq5_pq1","mr_ktop1_pq1","par_mean","par_median","par_rank","par_q1","par_q2","par_q3","par_q4","par_q5","par_top10pc","par_top5pc","par_top1pc","par_toppt1pc","k_rank","k_mean","k_median","k_median_nozero","k_0inc","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","public","barrons","ipeds_enrollment_2013","sticker_price_2013","graduation_rate_2013","average_faculty_salary_2013","instructional_expenditures_pc_2012","sat_avg_2013","scorecard_netprice_2013","admit_rate_2013","endowment_pc_2000","asian_or_pacific_share_fall_2000","black_share_fall_2000","hisp_share_fall_2000","alien_share_fall_2000","pct_arthuman_2000","pct_business_2000","pct_health_2000","pct_multidisci_2000","pct_publicsocial_2000","pct_stem_2000","pct_socialscience_2000","pct_tradepersonal_2000","access_rate","success_rate"
"30","Andrews University","Private Non-Profit","Selective private","Four-year","Midwest","MI",262.6666667,0.526701182,0.024045727,0.000115356,101521.1542,73900,0.576327226,0.093424954,0.170743246,0.232476636,0.261527076,0.241828088,0.117277494,0.079211666,0.017232016,0.001372643,0.574392253,46482.13356,37200,42300,0.129991823,0.140839253,0.165563099,0.164596895,0.233117916,0.295882837,0.156376485,0.085771748,0.026903167,0.20460327,0.150590317,0.144167856,0.24325843,0.257380127,0.185705495,0.165553974,0.165988624,0.218403187,0.264348719,0.167608308,0.186321616,0.150752601,0.221332444,0.273985031,0.146093574,0.144456094,0.155517982,0.263857214,0.290075137,0.053111292,0.174224511,0.194633978,0.217676167,0.360354051,0,4,1905,26262,0.603603604,4961,15903.968,1075,16210,0.37510002,NA,0.088709675,0.20276497,0.087557606,0.14112903,20.256411,11.282051,14.871795,1.0256411,4.6153846,30.512819,15.897436,1.5384617,0.093424954,0.257380127
"31","Angelo State University","Public","Selective public","Four-year","South","TX",1090,0.551225957,0.02109492,2.72601e-05,79315.0784,68400,0.538717774,0.116661214,0.179810924,0.251332025,0.272655116,0.17954072,0.064379508,0.025186485,0.003909629,0.000318453,0.595399571,44097.48286,38500,41500,0.098505142,0.110018577,0.133316642,0.201531876,0.28175691,0.273375995,0.129339005,0.068148338,0.0089533,0.150782897,0.142147671,0.245634701,0.280612675,0.180822055,0.111607846,0.151461267,0.234390233,0.253805609,0.248735045,0.113832794,0.133856646,0.197764069,0.29614617,0.25840032,0.093507123,0.134170631,0.19247281,0.286196198,0.293653238,0.101674589,0.1073537,0.158998852,0.283609197,0.348363662,1,5,5473,6702,0.297486034,6867,7376.5552,965,9452,0.80490001,9270.166,0.01039321,0.051966049,0.195912,0.011778971,7.1100917,19.495413,9.4036694,1.3761468,0.3440367,14.908257,47.362385,0,0.116661214,0.180822055
"32","Anna Maria College","Private Non-Profit","Selective private","Four-year","Northeast","MA",122,0.688532445,0.016953958,0,108239.2152,90400,0.655685177,0.050080611,0.120862953,0.184767951,0.303269292,0.341019192,0.120691089,0.039577295,0.011772706,9.72852e-05,0.622734365,45918.44709,40700,43200,0.073656141,0.075997381,0.115485415,0.201869305,0.318626256,0.288021643,0.120240029,0.043243947,0.005337974,0.052884968,0.062986838,0.256919393,0.288675432,0.338533369,0.124462231,0.118000018,0.189526959,0.251197254,0.316813537,0.087075239,0.116466845,0.239764257,0.304610373,0.252083285,0.099477879,0.135162188,0.173062493,0.32171752,0.27057992,0.035331435,0.104273554,0.203245295,0.35176757,0.305382146,0,5,1143,34060,0.468992248,3553,5722.5913,NA,20412,0.7756,NA,0.016311167,0.027603513,0.03136763,0.015056462,3.4653466,20.79208,11.386139,2.4752476,49.009899,0.49504951,12.376238,0,0.050080611,0.338533369
"33","Anthem College And The Bryman School Of Arizona","Private For-profit","Four-year for-profit","Four-year","West","AZ",2343.5,0.692377388,0.013152834,1.20882e-05,51869.36188,41100,0.387356224,0.269907274,0.29609385,0.211902185,0.157140237,0.064956454,0.020059767,0.003681906,0.000707128,0.000267682,0.460316732,25831.49997,23100,26800,0.143216713,0.155734751,0.26158107,0.291756395,0.203861014,0.08706677,0.021992096,0.005640743,0.001427393,0.159728524,0.306963946,0.294585911,0.189990682,0.048730937,0.143004768,0.251632051,0.320983717,0.19463661,0.089742855,0.140835485,0.246938811,0.304464362,0.222435738,0.085325604,0.184794558,0.248693003,0.252970213,0.199728759,0.113813468,0.175471719,0.197301631,0.199144916,0.252944853,0.175136881,0,999,7288,NA,0.744048539,3628.064,NA,NA,25689.775,NA,NA,0.028368793,0.22466254,0.24090597,0,0,0,68.862541,0,0,21.080368,0,10.057093,0.269907274,0.048730937
"34","Appalachian State University","Public","Selective public","Four-year","South","NC",2427.333333,0.52087028,0.005400483,0.000253233,139395.6926,105900,0.714398152,0.035452353,0.080750085,0.15510228,0.267957122,0.460738159,0.250324528,0.124197324,0.022165755,0.001656669,0.607117153,44408.51292,39100,41300,0.0881285,0.096532001,0.124751559,0.206955133,0.30189736,0.269863947,0.133885084,0.064532197,0.009042297,0.125837599,0.173880479,0.255311005,0.292640193,0.152330724,0.092969082,0.126730761,0.255906217,0.326274605,0.198119336,0.096203147,0.13869209,0.238139814,0.311987943,0.214977006,0.092094269,0.115562564,0.22032811,0.31398056,0.258034497,0.097593085,0.121275597,0.176379561,0.287913001,0.316838757,1,3,16025,6553,0.685714286,7657,7581.8975,1150,6845,0.63229999,3780.4121,0.009081902,0.029474901,0.009494716,0.005861955,13.205129,21.581198,5.2991452,5.8119659,5.8547006,8.4188032,39.82906,0,0.035452353,0.152330724
"35","Aquinas College","Private Non-Profit","Selective private","Four-year","Midwest","MI",291.3333333,0.646623063,0.005840096,0,129991.2852,94800,0.686997665,0.034027311,0.069324305,0.191417178,0.333232617,0.371998589,0.172086379,0.105346913,0.024719774,0.001248495,0.608578698,43822.48671,39300,42400,0.086937471,0.102583669,0.115025284,0.209535591,0.319726121,0.253129335,0.109870823,0.064863269,0.006948453,0.149745348,0.164164257,0.383809011,0.130651704,0.171629679,0.14755336,0.134156261,0.255924782,0.311112972,0.151252625,0.08587687,0.130018405,0.250447709,0.315916216,0.2177408,0.100813196,0.098616671,0.212125449,0.367521853,0.220922831,0.10007202,0.11394903,0.161577717,0.297771679,0.326629554,0,4,1863,27906,0.595588235,5972,5425.0898,NA,10730,0.71349999,NA,0.011380505,0.043542802,0.023750618,0,14.649681,24.522293,0,17.197453,0,11.464968,32.165604,0,0.034027311,0.171629679
"36","Arcadia University","Private Non-Profit","Selective private","Four-year","Northeast","PA",309,0.738694757,0.019300633,0.002160176,148066.9625,92200,0.667812364,0.057861665,0.112338807,0.174488885,0.286780658,0.368529985,0.194080386,0.093165354,0.028833951,0.005523332,0.646506263,51423.2423,44900,50700,0.097546031,0.099916913,0.107975439,0.149730088,0.253479304,0.388898257,0.189409687,0.081299636,0.021890296,0.152459792,0.055694458,0.179657203,0.278623426,0.333565121,0.081843017,0.116384492,0.179753934,0.251329238,0.370689319,0.133333866,0.10060417,0.122777067,0.262131646,0.381153251,0.118233476,0.105837354,0.125413214,0.288112486,0.36240347,0.067101289,0.118774472,0.167563469,0.219139603,0.427421167,0,3,2453,38160,0.605042017,7962,13212.378,1100,21046,0.59689999,NA,0.031384617,0.12246154,0.020923076,0.026461538,15.105741,11.178247,5.7401814,6.0422959,0,18.731117,43.202415,0,0.057861665,0.333565121
"37","Argosy University","Private For-profit","Four-year for-profit","Four-year","West","CA",119,0.927291508,0.000854953,1.50655e-05,101653.7686,84000,0.621894396,0.066442594,0.121165434,0.207217511,0.35635761,0.248816851,0.10212522,0.051168611,0.006543763,0.001697909,0.515522932,31006.41828,29700,31700,0.096376329,0.113751186,0.180877138,0.325925331,0.274199965,0.105246381,0.031731556,0.003994607,0.000309815,0.107252601,0.239047913,0.305397927,0.335434013,0.012867547,0.219900955,0.181555226,0.251680137,0.276797228,0.070066454,0.112287813,0.245728486,0.260603428,0.272611042,0.108769231,0.10850246,0.109312477,0.38756237,0.271709353,0.122913341,0.072531147,0.213499923,0.333685492,0.261473955,0.118809483,0,999,17881,17284.908,0.348135929,5450.9844,7670.5151,NA,23763.684,NA,NA,0.11434391,0.056735527,0.15333138,0.016584231,41.571426,25.42857,21,0,0,8.7142859,0,3.2857144,0.066442594,0.012867547
"38","Arizona State And Northern Arizona University And University Of Arizona","Public","Selective public","Four-year","West","AZ",12056,0.55438219,0.015779936,0.000633796,178288.5777,110700,0.718523952,0.049298471,0.091322884,0.143361641,0.218047391,0.497969613,0.32075704,0.186785446,0.040208274,0.003990957,0.645835112,58584.02084,46300,51100,0.104758028,0.114566175,0.109318034,0.140064817,0.233989218,0.402061755,0.237494813,0.132128625,0.027932396,0.123229823,0.137595586,0.167331071,0.251753751,0.320089768,0.128578874,0.119372336,0.172880696,0.251140298,0.328027795,0.113539262,0.110995404,0.166843486,0.263834268,0.344787581,0.117391773,0.106527743,0.143577813,0.252291148,0.380211523,0.110197075,0.105413614,0.122099747,0.212479123,0.449810441,1,4,115912,9851.2832,0.572980372,9414.3428,11063.365,1129.4187,9739.6846,0.79651465,2326.3574,0.044410411,0.028096464,0.11892176,0.033087511,9.9003029,21.586321,3.0413933,7.9000506,4.4358912,18.090611,35.045433,0,0.049298471,0.320089768
"39","Arkansas State University","Public","Selective public","Four-year","South","AR",1956.666667,0.574064744,0.023571216,0.000689878,74970.92898,60800,0.504332895,0.159293831,0.215083203,0.23135124,0.234892946,0.15937878,0.064402377,0.029029256,0.003950325,0.00016093,0.559603999,39836.68372,34500,37500,0.108265974,0.121050497,0.158396142,0.236484251,0.275051189,0.209017921,0.099586869,0.05147893,0.008594051,0.160640208,0.20614709,0.261377855,0.223861661,0.147973186,0.127248095,0.18974434,0.246076051,0.294029373,0.142902141,0.114694609,0.135747632,0.261597311,0.297482268,0.190478181,0.10799489,0.134067377,0.223829376,0.275494464,0.258613894,0.10158565,0.137097912,0.18085684,0.267388359,0.313071239,1,4,11544,7086.686,0.359087778,6696.585,5090.1738,980,8379.9336,0.7551,969.33893,0.006873264,0.11831709,0.006027478,0.012667158,2.8623629,20.584652,17.417784,4.2021923,3.593179,18.331303,32.460411,0.54811203,0.159293831,0.147973186
"40","Arkansas Tech University","Public","Selective public","Four-year","South","AR",951,0.495037594,0.021171754,0.001375295,76237.43459,63200,0.527529525,0.134753932,0.206643626,0.245613088,0.244383342,0.168606013,0.066808364,0.035590873,0.004111104,6.59459e-05,0.563111996,40091.98048,35100,37900,0.104003487,0.115159896,0.166092181,0.219400516,0.287028755,0.212318652,0.106616109,0.05479735,0.008687106,0.133033539,0.226693814,0.244650139,0.238508324,0.157114184,0.117047423,0.181567154,0.226202307,0.275396106,0.19978701,0.111447227,0.160436922,0.241274896,0.292365718,0.194475237,0.104961257,0.133990662,0.195651881,0.321909387,0.243486814,0.118752106,0.153458997,0.193441208,0.281732727,0.252614962,1,4,10482,5862,0.40727003,6096,3809.0852,1030,8433,0.8503,1616.6661,0.011336898,0.038716577,0.013689839,0.016684491,7.1140938,14.09396,10.469799,4.0268455,0,24.026846,39.597317,0.67114097,0.134753932,0.157114184
"41","Armstrong Atlantic State University","Public","Selective public","Four-year","South","GA",652.6666667,0.643402367,0.018230886,0,88486.62059,76000,0.582635835,0.097965757,0.152126975,0.229348626,0.280473669,0.240084972,0.093100285,0.029803273,0.004796087,2.34134e-05,0.552174455,37495.44288,34600,37700,0.117626287,0.13185162,0.169638526,0.211200461,0.276270151,0.211039242,0.08662325,0.03674599,0.004858752,0.126039385,0.20663213,0.175899394,0.305334619,0.186094472,0.121023774,0.160523267,0.237717772,0.288641048,0.192094139,0.141850129,0.174303159,0.220742548,0.288604755,0.174499409,0.119492594,0.179559922,0.203576789,0.280825828,0.216544867,0.145970972,0.144272725,0.208593353,0.239466758,0.261696191,1,4,6377,5266,0.341301461,5620,4975.1812,1005,12451,0.69980001,462.89935,0.024859663,0.22894947,0.028067362,0.011828388,8.3617744,0,30.546076,11.262798,4.6075087,12.28669,32.935154,0,0.097965757,0.186094472
"42","Art Center College Of Design","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","West","CA",109.5,0.39179417,0.04573692,0.003061187,140836.1464,84800,0.59027931,0.149088557,0.130266956,0.165272198,0.148758159,0.40661413,0.229925685,0.131015961,0.0190461,0.003573103,0.556717398,53629.40665,42800,51900,0.190836937,0.200233934,0.15859371,0.121607462,0.152253426,0.367311467,0.258871013,0.167977601,0.044223965,0.308774892,0.140969376,0.068014055,0.175464816,0.306776861,0.224628727,0.160807138,0.226297404,0.177706594,0.210560138,0.142602013,0.150670418,0.203098855,0.137841589,0.365787125,0.23782069,0.132122602,0.171775792,0.174537648,0.283743268,0.162295183,0.177251554,0.056241593,0.133293576,0.470918095,0,9,1767,37830,0.643564356,6826,NA,NA,40082,0.8167,NA,0.30191457,0.01472754,0.085419737,0.18630339,86.597939,0,0,0,0,6.1855669,7.216495,0,0.149088557,0.306776861
"43","Art Institute Of Colorado ","Private For-profit","Four-year for-profit","Four-year","West","CO",523.6666667,0.421138804,0.01706802,0.000958525,105818.0472,74200,0.569805633,0.126202659,0.198181653,0.184357649,0.226514746,0.264743292,0.134670384,0.070709986,0.009323028,0.002014236,0.520510374,32437.30092,29600,34000,0.117675619,0.138269311,0.210404469,0.238053667,0.245105452,0.1681671,0.063420188,0.023866022,0.004654616,0.141362497,0.252968774,0.270624535,0.199801246,0.135242948,0.138460329,0.241572038,0.253445917,0.240915768,0.125605947,0.126720251,0.199714595,0.228564489,0.255823004,0.189177662,0.137794179,0.178631469,0.238599632,0.263207251,0.181767469,0.145100675,0.201411775,0.217145647,0.246886961,0.189454943,0,999,1794,17632,0.388888889,4988,3954.792,NA,24863,NA,NA,0.040191386,0.026794259,0.051196173,0,72.885033,0,0,0,0,0,0,27.114967,0.126202659,0.135242948
"44","Art Institute Of Fort Lauderdale ","Private For-profit","Four-year for-profit","Four-year","South","FL",527,0.421479431,0.024526616,0.000497504,84857.70898,55400,0.495518881,0.196605261,0.235449052,0.196440853,0.174873332,0.196631503,0.109048356,0.055973587,0.010250747,0.001390453,0.482242926,31011.63153,25700,31500,0.175522979,0.183604275,0.22218232,0.236050577,0.219816531,0.138346297,0.070243079,0.031832192,0.004426321,0.179294761,0.236970969,0.25598163,0.203002084,0.124750557,0.156963008,0.227266331,0.261229548,0.238641335,0.115899779,0.159746358,0.252015067,0.252741884,0.206571085,0.128925606,0.196501161,0.174288359,0.238924368,0.2101229,0.180163212,0.232178802,0.214098441,0.166741647,0.235941268,0.151039842,0,999,1924,17704,0.419512195,5152,4116.6138,NA,23328,NA,NA,0.024165342,0.12527822,0.309062,0,44.211994,0.55788004,0,0,0,40.167362,0,15.062761,0.196605261,0.124750557
"45","Art Institute Of Houston ","Private For-profit","Four-year for-profit","Four-year","South","TX",401,0.366582215,0.02707902,0,96153.09433,58000,0.512460686,0.17100089,0.231320815,0.183626206,0.199143681,0.214908408,0.11213512,0.05537465,0.009406599,0.002365386,0.521995586,34363.50914,30300,35800,0.148462849,0.160958834,0.184047127,0.221110701,0.249017557,0.184865781,0.073609891,0.037496333,0.001992153,0.181070005,0.185452819,0.222225143,0.252896017,0.158356016,0.127863006,0.213623023,0.230661151,0.255203805,0.172649015,0.193404005,0.161431697,0.254781524,0.194276031,0.196106743,0.16627966,0.190189083,0.184073702,0.271489313,0.187968242,0.147926929,0.164726146,0.215494587,0.265222797,0.206629541,0,999,4866,17668,0.376404494,4517.6401,3039.4919,NA,25482.756,NA,NA,0.021778584,0.065335751,0.15789473,0,40,0,0,0,0,32.079208,0,27.920792,0.17100089,0.158356016
"46","Art Institute Of Philadelphia ","Private For-profit","Four-year for-profit","Four-year","Northeast","PA",672,0.409208061,0.015021495,0,90855.07113,68000,0.55022218,0.120812747,0.187944415,0.233884396,0.224076182,0.23328226,0.098026369,0.041935314,0.008052685,0.000558897,0.505629869,32093.79156,27900,33700,0.143153459,0.161382621,0.216915265,0.212799803,0.225089739,0.183812572,0.075171624,0.029118071,0.002345937,0.20300454,0.243270945,0.284655983,0.144731525,0.124337007,0.173350346,0.234772538,0.196043863,0.224908256,0.170924996,0.178441551,0.208201305,0.226257603,0.220896442,0.166203099,0.135373036,0.217109362,0.189169532,0.232474254,0.225873815,0.138065739,0.197429386,0.198291429,0.263963069,0.202250376,0,999,2494,17920,0.325367647,9034,4639.9546,NA,25158,NA,NA,0.048092209,0.12599364,0.04689984,0.004769475,68.313461,4.7700171,0,12.095401,0,8.6882458,0,6.1328793,0.120812747,0.124337007
"47","Art Institute Of Phoenix ","Private For-profit","Four-year for-profit","Four-year","South","KY",214,0.357262261,0.008015433,0.001543895,93344.60826,73600,0.577761396,0.104869302,0.151168678,0.233522879,0.265687035,0.244752107,0.099798989,0.0455461,0.009322407,7.29e-06,0.521972078,33764.32634,32300,36600,0.146436347,0.158861423,0.16494723,0.229180764,0.267442647,0.179567935,0.059100439,0.016655652,0.003264882,0.222562937,0.252265612,0.237479896,0.21125896,0.076432596,0.154658144,0.153950019,0.309408098,0.236899593,0.145084147,0.135273161,0.165662555,0.227375837,0.319491705,0.152196742,0.186000344,0.182287493,0.188348099,0.244741129,0.198622936,0.127209032,0.114820137,0.222120632,0.285362618,0.250487581,0,999,22102,13361.6,0.263673925,4418.7686,2700.5347,NA,20311.115,NA,NA,0.01760352,0.20404081,0.075015001,0.00260052,13.233224,33.129986,26.935711,0.37541062,3.2379165,16.799625,1.2200844,5.0680432,0.104869302,0.076432596
"48","Art Institute Of Pittsburgh ","Private For-profit","Four-year for-profit","Four-year","Northeast","PA",790.6666667,0.373796375,0.017201811,0.000455038,83031.6895,63800,0.518061306,0.144007982,0.203775996,0.237287381,0.240655274,0.174273366,0.072532641,0.03592979,0.004224047,0.000898899,0.492740025,30774.66393,26100,31500,0.12769565,0.149596777,0.212617524,0.283729417,0.219034879,0.135021402,0.061770957,0.01849923,0.003750725,0.186310159,0.223727674,0.283175021,0.187336746,0.1194504,0.14364002,0.21802165,0.334259107,0.196026754,0.108052468,0.151309772,0.195775633,0.282523812,0.245887737,0.124503046,0.135880742,0.232077484,0.275452814,0.220500053,0.136088906,0.142832624,0.19317706,0.238174452,0.233545654,0.192270211,0,999,1544,17632,0.427597956,4379.2427,4776.3276,NA,25712.928,NA,NA,0.00680817,0.086904287,0.007208651,0.015618742,100,0,0,0,0,0,0,0,0.144007982,0.1194504
"49","Art Institute Of Portland ","Private For-profit","Four-year for-profit","Four-year","West","OR",135.3333333,0.515379944,0.016963538,0,102883.9385,78400,0.603235867,0.089580706,0.12644061,0.225984216,0.280312154,0.277682315,0.139884167,0.08543093,0.014459276,0.000104809,0.491109944,30562.63682,25200,32400,0.154080855,0.176830559,0.232252947,0.19985716,0.212966104,0.178093229,0.079631984,0.025434997,0.002855534,0.136374916,0.184304843,0.134247048,0.355707216,0.189365977,0.174702167,0.302109825,0.120995323,0.30027765,0.101915036,0.123720698,0.255121363,0.223098681,0.187349433,0.210709825,0.192770638,0.197624615,0.238914114,0.231057634,0.139632999,0.217981731,0.232257702,0.198590904,0.129745512,0.221424151,0,9,1348,17416,0.313131313,4917,3701,NA,25466,NA,NA,0.052552551,0.019519519,0.052552551,0.037537538,96.153847,3.8461537,0,0,0,0,0,0,0.089580706,0.189365977
